artifact,evidence_status,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint,note
cascade__mushoku16__llama-3.3-70b__tuned-cheap-arm.json,exploratory,cascade,mushoku16,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,16384,1,f16?,cheap-w1,136,75,55.1,ok,False,,0.1,08-02 21:39,http://127.0.0.1:8090/v1,
cascade__mushoku16__qwen__qwen3-32b__a6000-contig.json,exploratory,cascade,mushoku16,qwen/qwen3-14b + qwen/qwen3-32b,cloud-a6000-LM,instance-lho3lk5l-main,LM Studio loopback,16384,1,,cascade,139,63,45.3,ok,False,,0.1,07-29 00:58,http://localhost:1234/v1,
cascade__mushoku16__qwen__qwen3-32b__a6000-contig.json,exploratory,cascade,mushoku16,qwen/qwen3-14b + qwen/qwen3-32b,cloud-a6000-LM,instance-lho3lk5l-main,LM Studio loopback,16384,1,,cheap-w1,139,66,47.5,ok,False,,0.1,07-29 00:58,http://localhost:1234/v1,
cascade__owarimonogatari3__google__gemma-3-27b__a6000-newbook.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + google/gemma-3-27b,cloud-a6000-LM,instance-lho3lk5l-main,LM Studio loopback,16384,1,,cascade,162,75,46.3,ok,False,,0.1,07-29 20:44,http://localhost:1234/v1,
cascade__owarimonogatari3__google__gemma-3-27b__a6000-newbook.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + google/gemma-3-27b,cloud-a6000-LM,instance-lho3lk5l-main,LM Studio loopback,16384,1,,cheap-w1,162,69,42.6,ok,False,,0.1,07-29 20:44,http://localhost:1234/v1,
cascade__owarimonogatari3__llama-3.3-70b__a6000-batchtrig.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,cascade,162,89,54.9,ok,False,,0.1,07-30 08:52,http://127.0.0.1:8090/v1,
cascade__owarimonogatari3__llama-3.3-70b__a6000-batchtrig.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,cheap-w1,162,65,40.1,ok,False,,0.1,07-30 08:52,http://127.0.0.1:8090/v1,
cascade__owarimonogatari3__llama-3.3-70b__a6000-newbook.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,cascade,162,91,56.2,ok,False,,0.1,07-29 00:00,http://127.0.0.1:8090/v1,
cascade__owarimonogatari3__llama-3.3-70b__a6000-newbook.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,cheap-w1,162,68,42.0,ok,False,,0.1,07-29 00:00,http://127.0.0.1:8090/v1,
cascade__owarimonogatari3__llama-3.3-70b__tuned-cheap-arm.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,16384,1,f16?,cascade,162,97,59.9,ok,False,,0.1,08-02 21:26,http://127.0.0.1:8090/v1,
cascade__owarimonogatari3__llama-3.3-70b__tuned-cheap-arm.json,exploratory,cascade,owarimonogatari3,qwen/qwen3-14b + llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,16384,1,f16?,cheap-w1,162,88,54.3,ok,False,,0.1,08-02 21:26,http://127.0.0.1:8090/v1,
cascade_state__grimgar03__a6000-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__a6000-contig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__local-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__local-bt-rep1.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__local-bt-rep2.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__thunder-a6000.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__grimgar03__tuned-cheap-arm.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__index18__a6000-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__index18__a6000-newbook.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__index18__local-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__index18__tuned-cheap-arm.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__mushoku16__a6000-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__mushoku16__a6000-contig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__mushoku16__local-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__mushoku16__thunder-a6000.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__mushoku16__tuned-cheap-arm.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__owarimonogatari3__a6000-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__owarimonogatari3__a6000-newbook.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__owarimonogatari3__local-batchtrig.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cascade_state__owarimonogatari3__tuned-cheap-arm.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chapter_manifest.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: not a result object (list)
chapter_validation.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
chinese_attribution_jy.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chinese_attribution_jy_fixed.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chinese_attribution_wp.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chinese_attribution_wp_fixed.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chunk11_stability.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chunk_completion.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chunk_completion_goal31.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
chunk_completion_qwen3.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
clone_vs_lora_seeded.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
closed_set.json,exploratory,closed_set,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,closed-6,147,51,34.7,"['no LM Studio load state recorded', 'en",True,8e457d6a,138.3,07-26 16:00,http://localhost:1234/v1,
closed_set.json,exploratory,closed_set,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,closed-oracle,147,72,49.0,"['no LM Studio load state recorded', 'en",True,8e457d6a,138.3,07-26 16:00,http://localhost:1234/v1,
closed_set.json,exploratory,closed_set,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,open,147,52,35.4,"['no LM Studio load state recorded', 'en",True,8e457d6a,138.3,07-26 16:00,http://localhost:1234/v1,
closed_set__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,exploratory,closed_set,mushoku16,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,closed-6,147,57,38.8,ok,False,863041db,81.9,07-26 18:04,http://localhost:1234/v1,
closed_set__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,exploratory,closed_set,mushoku16,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,closed-oracle,147,73,49.7,ok,False,863041db,81.9,07-26 18:04,http://localhost:1234/v1,
closed_set__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,exploratory,closed_set,mushoku16,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,open,147,58,39.5,ok,False,863041db,81.9,07-26 18:04,http://localhost:1234/v1,
closed_set__grimgar03__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,historical_only,closed_set,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,closed-6,400,239,59.8,ok,False,33ceeccd,198.1,07-27 13:46,http://localhost:1234/v1,
closed_set__grimgar03__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,historical_only,closed_set,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,closed-oracle,400,262,65.5,ok,False,33ceeccd,198.1,07-27 13:46,http://localhost:1234/v1,
closed_set__grimgar03__gemma-4-e4b-uncensored-hauhaucs-aggressive.json,historical_only,closed_set,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,2,f16?,open,400,229,57.2,ok,False,33ceeccd,198.1,07-27 13:46,http://localhost:1234/v1,
closed_set__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,400,249,62.3,ok,False,13e9a77a,1206.5,07-27 16:55,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,400,282,70.5,ok,False,13e9a77a,1206.5,07-27 16:55,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,400,246,61.5,ok,False,13e9a77a,1206.5,07-27 16:55,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,closed-6,400,306,76.5,ok,False,,1489.6,07-28 08:35,http://127.0.0.1:8092/v1,
closed_set__grimgar03__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,closed-oracle,400,332,83.0,ok,False,,1489.6,07-28 08:35,http://127.0.0.1:8092/v1,
closed_set__grimgar03__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,open,400,303,75.8,ok,False,,1489.6,07-28 08:35,http://127.0.0.1:8092/v1,
closed_set__grimgar03__ministral-3-14b-instruct-2512.json,historical_only,closed_set,grimgar03,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,400,210,52.5,ok,False,33ceeccd,285.2,07-27 13:43,http://localhost:1234/v1,
closed_set__grimgar03__ministral-3-14b-instruct-2512.json,historical_only,closed_set,grimgar03,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,400,233,58.2,ok,False,33ceeccd,285.2,07-27 13:43,http://localhost:1234/v1,
closed_set__grimgar03__ministral-3-14b-instruct-2512.json,historical_only,closed_set,grimgar03,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,400,206,51.5,ok,False,33ceeccd,285.2,07-27 13:43,http://localhost:1234/v1,
closed_set__grimgar03__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,grimgar03,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,closed-6,396,255,64.4,ok,False,eff60648,470.2,07-29 15:37,http://127.0.0.1:8090/v1,
closed_set__grimgar03__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,grimgar03,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,closed-oracle,396,306,77.3,ok,False,eff60648,470.2,07-29 15:37,http://127.0.0.1:8090/v1,
closed_set__grimgar03__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,grimgar03,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open,396,254,64.1,ok,False,eff60648,470.2,07-29 15:37,http://127.0.0.1:8090/v1,
closed_set__grimgar03__mistralai__magistral-small__thunder-a6000.json,historical_only,closed_set,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,400,232,58.0,ok,False,77a66871,854.3,07-27 16:19,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__mistralai__magistral-small__thunder-a6000.json,historical_only,closed_set,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,400,283,70.8,ok,False,77a66871,854.3,07-27 16:19,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__mistralai__magistral-small__thunder-a6000.json,historical_only,closed_set,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,400,245,61.3,ok,False,77a66871,854.3,07-27 16:19,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.CLOUD-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,closed-6,400,243,60.8,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.CLOUD-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,closed-oracle,400,291,72.8,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.CLOUD-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,open,400,245,61.3,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.LOCAL-9070xt.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,400,242,60.5,ok,False,33ceeccd,291.8,07-27 13:38,http://localhost:1234/v1,
closed_set__grimgar03__qwen__qwen3-14b.LOCAL-9070xt.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,400,290,72.5,ok,False,33ceeccd,291.8,07-27 13:38,http://localhost:1234/v1,
closed_set__grimgar03__qwen__qwen3-14b.LOCAL-9070xt.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,400,243,60.8,ok,False,33ceeccd,291.8,07-27 13:38,http://localhost:1234/v1,
closed_set__grimgar03__qwen__qwen3-14b.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,closed-6,400,243,60.8,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,closed-oracle,400,291,72.8,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b.json,historical_only,closed_set,grimgar03,qwen/qwen3-14b,cloud-a6000-lmstudio,mitch-linux,lmstudio,98304,1,f16?,open,400,245,61.3,ok,False,249d0d20,915.3,07-27 15:33,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,closed-6,396,255,64.4,ok,False,04a69e4c,261.7,07-29 03:51,http://127.0.0.1:8090/v1,
closed_set__grimgar03__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,closed-oracle,396,292,73.7,ok,False,04a69e4c,261.7,07-29 03:51,http://127.0.0.1:8090/v1,
closed_set__grimgar03__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,open,396,248,62.6,ok,False,04a69e4c,261.7,07-29 03:51,http://127.0.0.1:8090/v1,
closed_set__grimgar03__qwen__qwen3-32b__thunder-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16,closed-6,400,246,61.5,ok,False,54573393,1430.8,07-27 20:32,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-32b__thunder-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16,closed-oracle,400,305,76.2,ok,False,54573393,1430.8,07-27 20:32,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__grimgar03__qwen__qwen3-32b__thunder-a6000.json,historical_only,closed_set,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16,open,400,247,61.8,ok,False,54573393,1430.8,07-27 20:32,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__index18__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,index18,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,closed-6,99,70,70.7,ok,False,eff60648,97.5,07-29 15:26,http://127.0.0.1:8090/v1,
closed_set__index18__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,index18,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,closed-oracle,99,78,78.8,ok,False,eff60648,97.5,07-29 15:26,http://127.0.0.1:8090/v1,
closed_set__index18__mistralai__magistral-small__local-llamacpp.json,supported_measurement,closed_set,index18,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open,99,65,65.7,ok,False,eff60648,97.5,07-29 15:26,http://127.0.0.1:8090/v1,
closed_set__index18__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,closed-6,99,60,60.6,ok,False,04a69e4c,62.6,07-29 03:53,http://127.0.0.1:8090/v1,
closed_set__index18__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,closed-oracle,99,72,72.7,ok,False,04a69e4c,62.6,07-29 03:53,http://127.0.0.1:8090/v1,
closed_set__index18__qwen__qwen3-14b__local-llamacpp-regold.json,supported_measurement,closed_set,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,open,99,66,66.7,ok,False,04a69e4c,62.6,07-29 03:53,http://127.0.0.1:8090/v1,
closed_set__microsoft__phi-4.json,exploratory,closed_set,mushoku16,microsoft/phi-4,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,147,48,32.7,ok,False,3d8765e7,112.6,07-26 20:08,http://localhost:1234/v1,
closed_set__microsoft__phi-4.json,exploratory,closed_set,mushoku16,microsoft/phi-4,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,147,87,59.2,ok,False,3d8765e7,112.6,07-26 20:08,http://localhost:1234/v1,
closed_set__microsoft__phi-4.json,exploratory,closed_set,mushoku16,microsoft/phi-4,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,147,67,45.6,ok,False,3d8765e7,112.6,07-26 20:08,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512-absolute-heresy-i1.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512-absolute-heresy-i1,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,147,60,40.8,ok,False,863041db,84.9,07-26 18:06,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512-absolute-heresy-i1.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512-absolute-heresy-i1,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,147,87,59.2,ok,False,863041db,84.9,07-26 18:06,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512-absolute-heresy-i1.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512-absolute-heresy-i1,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,147,69,46.9,ok,False,863041db,84.9,07-26 18:06,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,147,61,41.5,ok,False,863041db,64.0,07-26 18:01,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,147,90,61.2,ok,False,863041db,64.0,07-26 18:01,http://localhost:1234/v1,
closed_set__ministral-3-14b-instruct-2512.json,exploratory,closed_set,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,147,70,47.6,ok,False,863041db,64.0,07-26 18:01,http://localhost:1234/v1,
closed_set__mushoku16__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,mushoku16,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,139,62,44.6,ok,False,13e9a77a,421.3,07-27 16:35,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__mushoku16__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,mushoku16,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,139,82,59.0,ok,False,13e9a77a,421.3,07-27 16:35,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__mushoku16__google__gemma-3-27b__thunder-a6000.json,historical_only,closed_set,mushoku16,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,open,139,77,55.4,ok,False,13e9a77a,421.3,07-27 16:35,https://lho3lk5l-1234.thundercompute.net/v1,
closed_set__mushoku16__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,closed-6,139,84,60.4,ok,False,,445.8,07-28 08:43,http://127.0.0.1:8092/v1,
closed_set__mushoku16__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,closed-oracle,139,104,74.8,ok,False,,445.8,07-28 08:43,http://127.0.0.1:8092/v1,
closed_set__mushoku16__llama-3.3-70b__thunder-a6000-loopback.json,exploratory,closed_set,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda b10154,8192,1,q8_0,open,139,83,59.7,ok,False,,445.8,07-28 08:43,http://127.0.0.1:8092/v1,
closed_set__mushoku16__mistralai__magistral-small__local-llamacpp.json,historical_only,closed_set,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,closed-6,139,63,45.3,ok,False,49cb52a6,100.5,07-27 18:28,http://127.0.0.1:8080/v1,
closed_set__mushoku16__mistralai__magistral-small__local-llamacpp.json,historical_only,closed_set,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,closed-oracle,139,80,57.6,ok,False,49cb52a6,100.5,07-27 18:28,http://127.0.0.1:8080/v1,
closed_set__mushoku16__mistralai__magistral-small__local-llamacpp.json,historical_only,closed_set,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,open,139,74,53.2,ok,False,49cb52a6,100.5,07-27 18:28,http://127.0.0.1:8080/v1,
closed_set__mushoku16__mistralai__magistral-small__thunder-a6000.json,historical_only,closed_set,mushoku16,mistralai/magistral-small,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-6,139,63,45.3,ok,False,77a66871,254.3,07-27 16:04,https://lho3lk5l-1234.thundercompute.net/v1,
