artifact,evidence_status,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint,note
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.0,rep=2",399,234,58.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=1",399,228,57.1,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=2",399,231,57.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=3",399,237,59.4,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=1",399,243,60.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=2",399,243,60.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=1",399,242,60.7,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=2",399,242,60.7,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=3",399,239,59.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=1",399,226,56.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=2",399,226,56.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=1",399,223,55.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=2",399,226,56.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=3",399,229,57.4,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.0,rep=1",399,233,58.4,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.0,rep=2",399,233,58.4,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=1",399,234,58.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=2",399,231,57.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=3",399,232,58.1,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
dataset_ref_audit.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
dataset_speaker_consistency.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
dataset_speaker_consistency_n10.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
distill_eval__mixed_register.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,385,265,68.8,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,385,325,84.4,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,92,66,71.7,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,92,69,75.0,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,133,67,50.4,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,133,97,72.9,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,162,65,40.1,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__mixed_register.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,162,112,69.1,ok,False,,40304.5,08-04 13:44,peft:ab_test_runtime/distill/adapter_mixed,
distill_eval__pdnc_only.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,385,265,68.8,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,385,303,78.7,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,92,66,71.7,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,92,69,75.0,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,133,67,50.4,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,133,83,62.4,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,base,162,65,40.1,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__pdnc_only.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-ycl36zlz-main,lmstudio,32768,1,f16?,tuned,162,84,51.9,ok,False,,40991.3,08-05 11:36,peft:ab_test_runtime/distill/adapter_pdnc_only,
distill_eval__thunder-a6000-cheapa.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,385,265,68.8,ok,False,,23636.2,08-01 22:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap,
distill_eval__thunder-a6000-cheapa.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,385,263,68.3,ok,False,,23636.2,08-01 22:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap,
distill_eval__thunder-a6000-cheapa.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,162,65,40.1,ok,False,,23636.2,08-01 22:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap,
distill_eval__thunder-a6000-cheapa.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,162,74,45.7,ok,False,,23636.2,08-01 22:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,385,265,68.8,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,385,302,78.4,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,92,66,71.7,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,index18,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,92,69,75.0,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,133,67,50.4,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,mushoku16,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,133,83,62.4,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,162,65,40.1,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
distill_eval__thunder-a6000-distill.json,exploratory,distill_eval,owarimonogatari3,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,162,99,61.1,ok,False,,50138.1,08-01 02:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter,
duration_probe.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
fallback_policy.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
fix_verification.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: not a result object (list)
gate_known_bad.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_known_good.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__breathy_tenor_18s_m_supernatural.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__husky_baritone_20s_m_anime.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__husky_baritone_40s_m_military.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__silky_baritone_30s_m.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__warm_baritone_40s_m_fantasy.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__warm_mezzo_30s_f_fantasy_2.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
gate_promote__warm_tenor_25s_m_military.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,396,248,62.6,ok,False,04a69e4c,360.2,07-29 06:30,http://127.0.0.1:8090/v1,
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,396,248,62.6,ok,False,04a69e4c,360.2,07-29 06:30,http://127.0.0.1:8090/v1,
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,396,294,74.2,ok,False,04a69e4c,360.2,07-29 06:30,http://127.0.0.1:8090/v1,
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,396,304,76.8,ok,False,04a69e4c,360.2,07-29 06:30,http://127.0.0.1:8090/v1,
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,99,66,66.7,ok,False,04a69e4c,71.3,07-29 06:31,http://127.0.0.1:8090/v1,
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,99,65,65.7,ok,False,04a69e4c,71.3,07-29 06:31,http://127.0.0.1:8090/v1,
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,99,73,73.7,ok,False,04a69e4c,71.3,07-29 06:31,http://127.0.0.1:8090/v1,
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,99,74,74.7,ok,False,04a69e4c,71.3,07-29 06:31,http://127.0.0.1:8090/v1,
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,supported_measurement,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,open-free,139,74,53.2,ok,False,f4d2692f,114.0,07-27 21:58,http://127.0.0.1:8090/v1,
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,supported_measurement,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,open-grammar,139,72,51.8,ok,False,f4d2692f,114.0,07-27 21:58,http://127.0.0.1:8090/v1,
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,supported_measurement,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,oracle-free,139,81,58.3,ok,False,f4d2692f,114.0,07-27 21:58,http://127.0.0.1:8090/v1,
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,supported_measurement,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,oracle-grammar,139,92,66.2,ok,False,f4d2692f,114.0,07-27 21:58,http://127.0.0.1:8090/v1,
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,162,77,47.5,ok,False,04a69e4c,135.1,07-29 06:33,http://127.0.0.1:8090/v1,
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,162,75,46.3,ok,False,04a69e4c,135.1,07-29 06:33,http://127.0.0.1:8090/v1,
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,162,84,51.9,ok,False,04a69e4c,135.1,07-29 06:33,http://127.0.0.1:8090/v1,
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,162,83,51.2,ok,False,04a69e4c,135.1,07-29 06:33,http://127.0.0.1:8090/v1,
hnr_length_probe.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
instruct_listening.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
instruct_value.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
instruct_value_seeded.json,exploratory,,,,,,,,,,,,,,,,,,,,SKIPPED: 'rows' is not a list of scored arms
japanese_quote_robustness.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,400,286,71.5,ok,False,,2149.6,07-28 21:25,http://127.0.0.1:8090/v1,
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,400,253,63.2,ok,False,,2149.6,07-28 21:25,http://127.0.0.1:8090/v1,
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,400,191,47.8,ok,False,,2149.6,07-28 21:25,http://127.0.0.1:8090/v1,
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,400,242,60.5,ok,False,af1f99e0,498.9,07-28 11:20,http://127.0.0.1:8090/v1,
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,400,228,57.0,ok,False,af1f99e0,498.9,07-28 11:20,http://127.0.0.1:8090/v1,
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,400,201,50.2,ok,False,af1f99e0,498.9,07-28 11:20,http://127.0.0.1:8090/v1,
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,99,76,76.8,ok,False,,957.2,07-30 15:39,http://127.0.0.1:8090/v1,
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,99,66,66.7,ok,False,,957.2,07-30 15:39,http://127.0.0.1:8090/v1,
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,99,58,58.6,ok,False,,957.2,07-30 15:39,http://127.0.0.1:8090/v1,
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,99,61,61.6,ok,False,04a69e4c,199.5,07-29 04:28,http://127.0.0.1:8090/v1,
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,99,54,54.5,ok,False,04a69e4c,199.5,07-29 04:28,http://127.0.0.1:8090/v1,
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,99,54,54.5,ok,False,04a69e4c,199.5,07-29 04:28,http://127.0.0.1:8090/v1,
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,139,83,59.7,ok,False,,996.8,07-28 21:42,http://127.0.0.1:8090/v1,
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,139,81,58.3,ok,False,,996.8,07-28 21:42,http://127.0.0.1:8090/v1,
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,139,61,43.9,ok,False,,996.8,07-28 21:42,http://127.0.0.1:8090/v1,
